"question" "group" "Questionnaire no." "value" "label" "group_label" "display" "non_strat_cutpoints" "stratified" "person_type" "type"
"s_99" "0" "22e" "2" "Nej" "Nej" "0" "1" "0" "pat" "cutpoints"
"s_99" "2" "22e" "3" "Jeg har ikke ansøgt/ikke relevant" "Jeg har ikke ansøgt/ikke relevant" "0" "1" "0" "pat" "cutpoints"
"stato_1" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "cutpoints"
"stato_1" "1" NA "1" "Valgt" "Ny" "0" NA "0" "pat" "cutpoints"
"stato_2" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "cutpoints"
"stato_2" "1" NA "1" "Valgt" "Distribueret" "0" NA "0" "pat" "cutpoints"
"stato_3" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "cutpoints"
"stato_3" "1" NA "1" "Valgt" "Nogen svar" "0" NA "0" "pat" "cutpoints"
"stato_4" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "cutpoints"
"stato_4" "1" NA "1" "Valgt" "Gennemført" "0" NA "0" "pat" "cutpoints"
"stato_5" "0" NA "0" "Ikke valgt" "Ikke valgt" "0" NA "0" "pat" "cutpoints"
"stato_5" "1" NA "1" "Valgt" "Frafaldet" "0" NA "0" "pat" "cutpoints"
"t_ils_hi_score" "0" NA "0" "" "T-ILS score <7" "0" "1" "1" "pat" "cutpoints"
"t_ils_hi_score" "1" NA "1" "" "T-ILS score >=7" "1" "1" "1" "pat" "cutpoints"
"who5" "0" NA "0" "" "WHO-1 >=50" "0" "1" "1" "pat" "cutpoints"
"who5" "1" NA "1" "" "WHO-1 <50" "1" "1" "1" "pat" "cutpoints"
"hads_anxiety" "0" NA "0" "0" "HADS anxiety 0 - 7" "0" "1" "1" "paar" "no_cutpoints"
"hads_anxiety" "1" NA "1" "2" "HADS anxiety 8 - 10" "0" "1" "1" "paar" "no_cutpoints"
"hads_anxiety" "2" NA "2" "1" "HADS anxiety >=11" "1" "1" "1" "paar" "no_cutpoints"
"hads_depression" "0" NA "0" "0" "HADS depression 0 - 7" "0" "1" "1" "paar" "no_cutpoints"
"hads_depression" "1" NA "1" "2" "HADS depression 8 - 10" "0" "1" "1" "paar" "no_cutpoints"
"hads_depression" "2" NA "2" "1" "HADS depression >=11" "1" "1" "1" "paar" "no_cutpoints"
"s_10" "2" "3g" "1" "Slet ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_10" "1" "3g" "2" "Lidt" "At holde styr på medicin" "1" "1" "1" "paar" "no_cutpoints"
"s_10" "3" "3g" "5" "Ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_104" "2" "3h" "1" "Slet ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_104" "1" "3h" "2" "Lidt" "At tilse, overvåge eller være i nærheden af den hjertesyge" "1" "1" "1" "paar" "no_cutpoints"
"s_104" "3" "3h" "5" "Ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_107" "2" "3i" "1" "Slet ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_107" "1" "3i" "2" "Lidt" "At holde familie og venner orienteret" "1" "1" "1" "paar" "no_cutpoints"
"s_107" "3" "3i" "5" "Ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_109" "1" "4.1" "1" "Den hjertesyge forventede eller ønskede, at jeg påtog mig en større rolle, end jeg selv ønskede" "Den hjertesyge forventede eller ønskede, at jeg påtog mig en større rolle, end jeg selv ønskede" "0" NA "0" "paar" "no_cutpoints"
"s_109" "2" "4.1" "2" "Jeg ønskede en større rolle, end den hjertesyge tillod" "Jeg ønskede en større rolle, end den hjertesyge tillod" "0" NA "0" "paar" "no_cutpoints"
"s_110" "3" "18f" "1" "Ja, jeg blev tilbudt..." "" "0" "1" "1" "paar" "no_cutpoints"
"s_110" "0" "18f" "2" "Ja, og jeg tog imod..." "Ja, og jeg tog imod..." "0" "1" "1" "paar" "no_cutpoints"
"s_110" "1" "18f" "3" "Nej, men jeg havde behov for..." "Individuel samtale med anden pårørende" "1" "1" "1" "paar" "no_cutpoints"
"s_110" "2" "18f" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_112" "3" "20.3" "3" "Nej, aldrig" "Nej, aldrig" "0" NA "0" "paar" "no_cutpoints"
"s_112" "2" "20.3" "2" "Ja, én enkelt gang" "Ja, én enkelt gang" "0" NA "0" "paar" "no_cutpoints"
"s_112" "4" "20.3" "4" "Ja, flere gange" "Ja, flere gange" "0" NA "0" "paar" "no_cutpoints"
"s_112" "1" "20.3" "1" "Ja, jeg har været langtidssygemeldt (mere end 30 dage)" "Ja, jeg har været langtidssygemeldt (mere end 30 dage)" "0" NA "0" "paar" "no_cutpoints"
"s_114" "1" "3.1" "1" "I høj grad" "I høj grad" "0" NA "0" "paar" "no_cutpoints"
"s_114" "2" "3.1" "2" "I nogen grad" "I nogen grad" "0" NA "0" "paar" "no_cutpoints"
"s_114" "3" "3.1" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "no_cutpoints"
"s_114" "4" "3.1" "4" "Slet ikke" "Slet ikke" "0" NA "0" "paar" "no_cutpoints"
"s_114" "5" "3.1" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" NA "0" "paar" "no_cutpoints"
"s_123" "1" "16.1" "1" "Mere end jeg havde lyst til" "Mere end jeg havde lyst til" "0" NA "0" "paar" "no_cutpoints"
"s_123" "2" "16.1" "2" "Mindre end jeg havde lyst til" "Mindre end jeg havde lyst til" "0" NA "0" "paar" "no_cutpoints"
"s_124" "0" "18.1a" "1" "Særdeles god" "Særdeles god / Overvejende god" "0" "1" "1" "paar" "no_cutpoints"
"s_124" "1" "18.1a" "3" "Hverken god eller dårlig" "Samtaler med en psykolog" "1" "1" "1" "paar" "no_cutpoints"
"s_124" "3" "18.1a" "5" "Ved ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_125" "0" "18.1b" "1" "Særdeles god" "Særdeles god / Overvejende god" "0" "1" "1" "paar" "no_cutpoints"
"s_125" "1" "18.1b" "3" "Hverken god eller dårlig" "Samtalegrupper med andre pårørende" "1" "1" "1" "paar" "no_cutpoints"
"s_125" "3" "18.1b" "5" "Ved ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_126" "0" "18.1c" "1" "Særdeles god" "Særdeles god / Overvejende god" "0" "1" "1" "paar" "no_cutpoints"
"s_126" "1" "18.1c" "3" "Hverken god eller dårlig" "Samtaler med socialrådgiver" "1" "1" "1" "paar" "no_cutpoints"
"s_126" "3" "18.1c" "5" "Ved ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_127" "0" "18.1d" "1" "Særdeles god" "Særdeles god / Overvejende god" "0" "1" "1" "paar" "no_cutpoints"
"s_127" "1" "18.1d" "3" "Hverken god eller dårlig" "Rådgivning eller kurser om kost, motion, medicin, sygdommen, rollen som pårørende, sex og samliv, psykiske reaktioner m.m." "1" "1" "1" "paar" "no_cutpoints"
"s_127" "3" "18.1d" "5" "Ved ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_128" "0" "18.1e" "1" "Særdeles god" "Særdeles god / Overvejende god" "0" "1" "1" "paar" "no_cutpoints"
"s_128" "1" "18.1e" "3" "Hverken god eller dårlig" "Aflastning ift. praktiske opgaver" "1" "1" "1" "paar" "no_cutpoints"
"s_128" "3" "18.1e" "5" "Ved ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_129" "0" "18.1f" "1" "Særdeles god" "Særdeles god / Overvejende god" "0" "1" "1" "paar" "no_cutpoints"
"s_129" "1" "18.1f" "3" "Hverken god eller dårlig" "Individuel samtale med andre pårørende" "1" "1" "1" "paar" "no_cutpoints"
"s_129" "3" "18.1f" "5" "Ved ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_134" "2" "49.1" "2" "Kvinde" "Kvinde" "0" NA "0" "paar" "no_cutpoints"
"s_134" "1" "49.1" "1" "Mand" "Mand" "0" NA "0" "paar" "no_cutpoints"
"s_135" "1" "49.2" "1" "7 eller færre års skolegang" "7 eller færre års skolegang" "0" NA "0" "paar" "no_cutpoints"
"s_135" "2" "49.2" "2" "8-9 års skolegang" "8-9 års skolegang" "0" NA "0" "paar" "no_cutpoints"
"s_135" "3" "49.2" "3" "10-11 års skolegang" "10-11 års skolegang" "0" NA "0" "paar" "no_cutpoints"
"s_135" "4" "49.2" "4" "Studenter- eller HF-eksamen (inkl. HHX, HTX)" "Studenter- eller HF-eksamen (inkl. HHX, HTX)" "0" NA "0" "paar" "no_cutpoints"
"s_135" "5" "49.2" "5" "Andet (herunder udenlandsk skole)" "Andet (herunder udenlandsk skole)" "0" NA "0" "paar" "no_cutpoints"
"s_136" "1" "49.3" "1" "Ét eller flere kortere kurser (f.eks. specialarbejderkurser, arbejdsmarkedskurser m.v.)" "Ét eller flere kortere kurser (f.eks. specialarbejderkurser, arbejdsmarkedskurser m.v.)" "0" NA "0" "paar" "no_cutpoints"
"s_136" "2" "49.3" "2" "Erhvervsfaglig uddannelse (f.eks. kontor- eller butiksassistent, frisør, murer, lægesekretær, social- og sundhedshjælper, land mand)" "Erhvervsfaglig uddannelse (f.eks. kontor- eller butiksassistent, frisør, murer, lægesekretær, social- og sundhedshjælper, land mand)" "0" NA "0" "paar" "no_cutpoints"
"s_136" "3" "49.3" "3" "Kort videregående uddannelse, 2-3 år (f.eks. markedsøkonom, politibetjent, laborant, maskintekniker, datamatiker, multimediedesigner, økonoma, tandplejer)" "Kort videregående uddannelse, 2-3 år (f.eks. markedsøkonom, politibetjent, laborant, maskintekniker, datamatiker, multimediedesigner, økonoma, tandplejer)" "0" NA "0" "paar" "no_cutpoints"
"s_136" "4" "49.3" "4" "Mellemlang videregående uddannelse, 3-4 år (f.eks. folkeskolelærer, socialrådgiver, bygningskonstruktør, sygeplejerske, fysioterapeut, diplomingeniør, pædagog, bachelor)" "Mellemlang videregående uddannelse, 3-4 år (f.eks. folkeskolelærer, socialrådgiver, bygningskonstruktør, sygeplejerske, fysioterapeut, diplomingeniør, pædagog, bachelor)" "0" NA "0" "paar" "no_cutpoints"
"s_136" "5" "49.3" "5" "Lang videregående uddannelse, mere end 4 år (f.eks. civilingeniør, cand. mag., læge, psykolog)" "Lang videregående uddannelse, mere end 4 år (f.eks. civilingeniør, cand. mag., læge, psykolog)" "0" NA "0" "paar" "no_cutpoints"
"s_136" "6" "49.3" "6" "Anden uddannelse" "Anden uddannelse" "0" NA "0" "paar" "no_cutpoints"
"s_136" "7" "?" "7" "Ingen øvrig uddannelse" "Ingen øvrig uddannelse" "0" NA "0" "paar" "no_cutpoints"
"s_137" "1" "49.4" "1" "Nordjylland" "Nordjylland" "0" NA "0" "paar" "no_cutpoints"
"s_137" "2" "49.4" "2" "Midtjylland" "Midtjylland" "0" NA "0" "paar" "no_cutpoints"
"s_137" "3" "49.4" "3" "Syddanmark" "Syddanmark" "0" NA "0" "paar" "no_cutpoints"
"s_137" "5" "49.4" "5" "Sjælland" "Sjælland" "0" NA "0" "paar" "no_cutpoints"
"s_137" "4" "49.4" "4" "Hovedstaden" "Hovedstaden" "0" NA "0" "paar" "no_cutpoints"
"s_138" "1" NA "1" "Ja" "Ja" "0" NA "0" "paar" "no_cutpoints"
"s_138" "2" NA "2" "Nej" "Nej" "0" NA "0" "paar" "no_cutpoints"
"s_143" "1" "27b" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_143" "2" "27b" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_143" "3" "27b" "3" "Lidt mere end halvdelen af tiden" "Lidt mere end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_143" "4" "27b" "4" "Lidt mindre end halvdelen af tiden" "Lidt mindre end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_143" "5" "27b" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_143" "6" "27b" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_144" "1" "27c" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_144" "2" "27c" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_144" "3" "27c" "3" "Lidt mere end halvdelen af tiden" "Lidt mere end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_144" "4" "27c" "4" "Lidt mindre end halvdelen af tiden" "Lidt mindre end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_144" "5" "27c" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_144" "6" "27c" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_145" "1" "27d" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_145" "2" "27d" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_145" "3" "27d" "3" "Lidt mere end halvdelen af tiden" "Lidt mere end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_145" "4" "27d" "4" "Lidt mindre end halvdelen af tiden" "Lidt mindre end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_145" "5" "27d" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_145" "6" "27d" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_146" "1" "27e" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_146" "2" "27e" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_146" "3" "27e" "3" "Lidt mere end halvdelen af tiden" "Lidt mere end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_146" "4" "27e" "4" "Lidt mindre end halvdelen af tiden" "Lidt mindre end halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_146" "5" "27e" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_146" "6" "27e" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_147" "1" "28a" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_147" "2" "28a" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_147" "3" "28a" "3" "Lidt over halvdelen af tiden" "Lidt over halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_147" "4" "28a" "4" "Lidt under halvdelen af tiden" "Lidt under halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_147" "5" "28a" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_147" "6" "28a" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_148" "1" "28b" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_148" "2" "28b" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_148" "3" "28b" "3" "Lidt over halvdelen af tiden" "Lidt over halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_148" "4" "28b" "4" "Lidt under halvdelen af tiden" "Lidt under halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_148" "5" "28b" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_148" "6" "28b" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_149" "1" "29a" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_149" "2" "29a" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_149" "3" "29a" "3" "Lidt over halvdelen af tiden" "Lidt over halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_149" "4" "29a" "4" "Lidt under halvdelen af tiden" "Lidt under halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_149" "5" "29a" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_149" "6" "29a" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_150" "1" "29b" "1" "Hele tiden" "Hele tiden" "0" NA "0" "paar" "no_cutpoints"
"s_150" "2" "29b" "2" "Det meste af tiden" "Det meste af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_150" "3" "29b" "3" "Lidt over halvdelen af tiden" "Lidt over halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_150" "4" "29b" "4" "Lidt under halvdelen af tiden" "Lidt under halvdelen af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_150" "5" "29b" "5" "Lidt af tiden" "Lidt af tiden" "0" NA "0" "paar" "no_cutpoints"
"s_150" "6" "29b" "6" "På intet tidspunkt" "På intet tidspunkt" "0" NA "0" "paar" "no_cutpoints"
"s_164" "1" "10a" "1" "I høj grad" "I høj grad" "0" NA "0" "paar" "no_cutpoints"
"s_164" "2" "10a" "2" "I nogen grad" "I nogen grad" "0" NA "0" "paar" "no_cutpoints"
"s_164" "3" "10a" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "no_cutpoints"
"s_164" "4" "10a" "4" "Slet ikke" "Slet ikke" "0" NA "0" "paar" "no_cutpoints"
"s_164" "5" "10a" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "no_cutpoints"
"s_164" "6" "10a" "6" "Ikke relevant - jeg havde ikke behov for hjælp" "Ikke relevant - jeg havde ikke behov for hjælp" "0" NA "0" "paar" "no_cutpoints"
"s_165" "1" "10b" "1" "I høj grad" "I høj grad" "0" NA "0" "paar" "no_cutpoints"
"s_165" "2" "10b" "2" "I nogen grad" "I nogen grad" "0" NA "0" "paar" "no_cutpoints"
"s_165" "3" "10b" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "no_cutpoints"
"s_165" "4" "10b" "4" "Slet ikke" "Slet ikke" "0" NA "0" "paar" "no_cutpoints"
"s_165" "5" "10b" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "no_cutpoints"
"s_165" "6" "10b" "6" "Ikke relevant - jeg havde ikke behov for hjælp" "Ikke relevant - jeg havde ikke behov for hjælp" "0" NA "0" "paar" "no_cutpoints"
"s_171" "1" "4" "1" "I høj grad" "I høj grad" "0" NA "0" "paar" "no_cutpoints"
"s_171" "2" "4" "2" "I nogen grad" "I nogen grad" "0" NA "0" "paar" "no_cutpoints"
"s_171" "3" "4" "3" "I mindre grad" "I mindre grad" "0" NA "0" "paar" "no_cutpoints"
"s_171" "4" "4" "4" "Slet ikke" "Slet ikke" "0" NA "0" "paar" "no_cutpoints"
"s_171" "5" "4" "5" "Ved ikke" "Ved ikke" "0" NA "0" "paar" "no_cutpoints"
"s_171" "6" "4" "6" "Ikke relevant - fx. fordi jeg ingen rolle havde i behandlingsforløbet" "Ikke relevant - fx. fordi jeg ingen rolle havde i behandlingsforløbet" "0" NA "0" "paar" "no_cutpoints"
"s_172" "1" "15" "1" "Altid/så godt som altid" "Altid/så godt som altid" "0" NA "0" "paar" "no_cutpoints"
"s_172" "2" "15" "2" "For det meste" "For det meste" "0" NA "0" "paar" "no_cutpoints"
"s_172" "3" "15" "3" "Kun nogle gange" "Kun nogle gange" "0" NA "0" "paar" "no_cutpoints"
"s_172" "4" "15" "4" "Sjældent/aldrig" "Sjældent/aldrig" "0" NA "0" "paar" "no_cutpoints"
"s_172" "5" "15" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" NA "0" "paar" "no_cutpoints"
"s_173" "1" "16" "1" "Altid/så godt som altid" "Altid/så godt som altid" "0" NA "0" "paar" "no_cutpoints"
"s_173" "2" "16" "2" "For det meste" "For det meste" "0" NA "0" "paar" "no_cutpoints"
"s_173" "3" "16" "3" "Kun nogle gange" "Kun nogle gange" "0" NA "0" "paar" "no_cutpoints"
"s_173" "4" "16" "4" "Sjældent/aldrig" "Sjældent/aldrig" "0" NA "0" "paar" "no_cutpoints"
"s_173" "5" "16" "5" "Ved ikke/ikke relevant" "Ved ikke/ikke relevant" "0" NA "0" "paar" "no_cutpoints"
"s_174" "1" "25a" "1" "I høj grad" "Om den hjertesyge får/fik den rette behandling" "1" "1" "1" "paar" "no_cutpoints"
"s_174" "0" "25a" "3" "I mindre grad" "" "0" "1" "1" "paar" "no_cutpoints"
"s_174" "2" "25a" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_175" "1" "25b" "1" "I høj grad" "Om hjertesygdommen forværres" "1" "1" "1" "paar" "no_cutpoints"
"s_175" "0" "25b" "3" "I mindre grad" "" "0" "1" "1" "paar" "no_cutpoints"
"s_175" "2" "25b" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_176" "1" "25c" "1" "I høj grad" "Om den hjertesyge bekymrer sig" "1" "1" "1" "paar" "no_cutpoints"
"s_176" "0" "25c" "3" "I mindre grad" "" "0" "1" "1" "paar" "no_cutpoints"
"s_176" "2" "25c" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_177" "1" "25d" "1" "I høj grad" "Hvordan fremtiden ser ud" "1" "1" "1" "paar" "no_cutpoints"
"s_177" "0" "25d" "3" "I mindre grad" "" "0" "1" "1" "paar" "no_cutpoints"
"s_177" "2" "25d" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_178" "1" "25e" "1" "I høj grad" "Hvordan du får talt med den hjertesyge om sygdommen" "1" "1" "1" "paar" "no_cutpoints"
"s_178" "0" "25e" "3" "I mindre grad" "" "0" "1" "1" "paar" "no_cutpoints"
"s_178" "2" "25e" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_179" "1" "25f" "1" "I høj grad" "Om du er der, hvis hjertesygdommen akut forværres" "1" "1" "1" "paar" "no_cutpoints"
"s_179" "0" "25f" "3" "I mindre grad" "" "0" "1" "1" "paar" "no_cutpoints"
"s_179" "2" "25f" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_180" "1" "25g" "1" "I høj grad" "Om du kan holde til det fysisk og psykisk" "1" "1" "1" "paar" "no_cutpoints"
"s_180" "0" "25g" "3" "I mindre grad" "" "0" "1" "1" "paar" "no_cutpoints"
"s_180" "2" "25g" "5" "Ved ikke/ikke relevant" "" "0" "1" "1" "paar" "no_cutpoints"
"s_181" "3" "30" "1" "Det meste af tiden" "" "3" "1" "1" "paar" "no_cutpoints"
"s_181" "2" "30" "2" "En stor del af tiden" "" "2" "1" "1" "paar" "no_cutpoints"
"s_181" "1" "30" "3" "En gang imellem" "" "1" "1" "1" "paar" "no_cutpoints"
"s_181" "0" "30" "4" "Aldrig" "" "0" "1" "1" "paar" "no_cutpoints"
"s_182" "0" "31" "1" "Helt som før" "" "0" "1" "1" "paar" "no_cutpoints"
"s_182" "1" "31" "2" "Ikke helt som før" "" "1" "1" "1" "paar" "no_cutpoints"
"s_182" "2" "31" "3" "Kun en smule" "" "2" "1" "1" "paar" "no_cutpoints"
"s_182" "3" "31" "4" "Næste ikke" "" "3" "1" "1" "paar" "no_cutpoints"
"s_183" "3" "32" "1" "Helt afgjort og ganske slemt" "" "3" "1" "1" "paar" "no_cutpoints"
"s_183" "2" "32" "2" "Ja, men det er ikke så slemt" "" "2" "1" "1" "paar" "no_cutpoints"
"s_183" "1" "32" "3" "En smule, men det bekymrer mig ikke" "" "1" "1" "1" "paar" "no_cutpoints"
"s_183" "0" "32" "4" "Slet ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_184" "0" "33" "1" "Lige så meget som altid" "" "0" "1" "1" "paar" "no_cutpoints"
"s_184" "1" "33" "2" "Ikke helt som før" "" "1" "1" "1" "paar" "no_cutpoints"
"s_184" "2" "33" "3" "Helt afgjort ikke som før" "" "2" "1" "1" "paar" "no_cutpoints"
"s_184" "3" "33" "4" "Slet ikke" "" "3" "1" "1" "paar" "no_cutpoints"
"s_185" "3" "34" "2" "Næsten hele tiden" "" "3" "1" "1" "paar" "no_cutpoints"
"s_185" "2" "34" "3" "En stor del af tiden" "" "2" "1" "1" "paar" "no_cutpoints"
"s_185" "1" "34" "4" "En gang imellem, men ikke så ofte" "" "1" "1" "1" "paar" "no_cutpoints"
"s_185" "0" "34" "5" "Kun sjældent" "" "0" "1" "1" "paar" "no_cutpoints"
"s_186" "3" "35" "1" "Aldrig" "" "3" "1" "1" "paar" "no_cutpoints"
"s_186" "2" "35" "2" "Ikke ofte" "" "2" "1" "1" "paar" "no_cutpoints"
"s_186" "1" "35" "3" "Somme tider" "" "1" "1" "1" "paar" "no_cutpoints"
"s_186" "0" "35" "4" "Det meste af tiden" "" "0" "1" "1" "paar" "no_cutpoints"
"s_187" "0" "36" "1" "Altid" "" "0" "1" "1" "paar" "no_cutpoints"
"s_187" "1" "36" "2" "Som regel" "" "1" "1" "1" "paar" "no_cutpoints"
"s_187" "2" "36" "3" "Ikke så ofte" "" "2" "1" "1" "paar" "no_cutpoints"
"s_187" "3" "36" "4" "Aldrig" "" "3" "1" "1" "paar" "no_cutpoints"
"s_188" "3" "37" "1" "Næsten hele tiden" "" "3" "1" "1" "paar" "no_cutpoints"
"s_188" "2" "37" "2" "Meget ofte" "" "2" "1" "1" "paar" "no_cutpoints"
"s_188" "1" "37" "3" "Somme tider" "" "1" "1" "1" "paar" "no_cutpoints"
"s_188" "0" "37" "4" "Aldrig" "" "0" "1" "1" "paar" "no_cutpoints"
"s_189" "0" "38" "1" "Aldrig" "" "0" "1" "1" "paar" "no_cutpoints"
"s_189" "1" "38" "2" "En gang imellem" "" "1" "1" "1" "paar" "no_cutpoints"
"s_189" "2" "38" "3" "Ganske ofte" "" "2" "1" "1" "paar" "no_cutpoints"
"s_189" "3" "38" "4" "Meget ofte" "" "3" "1" "1" "paar" "no_cutpoints"
"s_19" "1" "20" "1" "Ja" "Ja" "0" NA "0" "paar" "no_cutpoints"
"s_19" "2" "20" "2" "Nej" "Nej" "0" NA "0" "paar" "no_cutpoints"
"s_190" "3" "39" "1" "Helt afgjort" "" "3" "1" "1" "paar" "no_cutpoints"
"s_190" "2" "39" "2" "Jeg er ikke helt så omhyggelig, som jeg burde være" "" "2" "1" "1" "paar" "no_cutpoints"
"s_190" "1" "39" "3" "Måske er jeg knap så omhyggelig som før" "" "1" "1" "1" "paar" "no_cutpoints"
"s_190" "0" "39" "4" "Jeg er lige så omhyggelig som altid" "" "0" "1" "1" "paar" "no_cutpoints"
"s_191" "3" "40" "1" "Virkelig meget" "" "3" "1" "1" "paar" "no_cutpoints"
"s_191" "2" "40" "2" "En hel del" "" "2" "1" "1" "paar" "no_cutpoints"
"s_191" "1" "40" "3" "Ikke så meget" "" "1" "1" "1" "paar" "no_cutpoints"
"s_191" "0" "40" "4" "Slet ikke" "" "0" "1" "1" "paar" "no_cutpoints"
"s_192" "0" "41" "1" "Lige så meget som altid" "" "0" "1" "1" "paar" "no_cutpoints"
"s_192" "1" "41" "2" "Knap så meget som jeg plejede" "" "1" "1" "1" "paar" "no_cutpoints"
"s_192" "2" "41" "3" "Helt afgjort mindre end jeg plejede" "" "2" "1" "1" "paar" "no_cutpoints"
